 frequency       out             out            
 3.09029543e+02 -4.53906819e-02 -1.93322536e-01 
 3.16227766e+02 -4.74943594e-02 -1.97711434e-01 
 3.23593657e+02 -4.97026603e-02 -2.02192640e-01 
 3.31131121e+02 -5.20210169e-02 -2.06767373e-01 
 3.38844156e+02 -5.44551611e-02 -2.11436789e-01 
 3.46736850e+02 -5.70111423e-02 -2.16201966e-01 
 3.54813389e+02 -5.96953461e-02 -2.21063891e-01 
 3.63078055e+02 -6.25145137e-02 -2.26023445e-01 
 3.71535229e+02 -6.54757630e-02 -2.31081388e-01 
 3.80189396e+02 -6.85866104e-02 -2.36238340e-01 
 3.89045145e+02 -7.18549938e-02 -2.41494758e-01 
 3.98107171e+02 -7.52892974e-02 -2.46850913e-01 
 4.07380278e+02 -7.88983768e-02 -2.52306867e-01 
 4.16869383e+02 -8.26915859e-02 -2.57862439e-01 
 4.26579519e+02 -8.66788050e-02 -2.63517175e-01 
 4.36515832e+02 -9.08704700e-02 -2.69270309e-01 
 4.46683592e+02 -9.52776021e-02 -2.75120722e-01 
 4.57088190e+02 -9.99118397e-02 -2.81066897e-01 
 4.67735141e+02 -1.04785470e-01 -2.87106861e-01 
 4.78630092e+02 -1.09911461e-01 -2.93238136e-01 
 4.89778819e+02 -1.15303496e-01 -2.99457664e-01 
 5.01187234e+02 -1.20976006e-01 -3.05761741e-01 
 5.12861384e+02 -1.26944200e-01 -3.12145931e-01 
 5.24807460e+02 -1.33224101e-01 -3.18604975e-01 
 5.37031796e+02 -1.39832571e-01 -3.25132690e-01 
 5.49540874e+02 -1.46787341e-01 -3.31721855e-01 
 5.62341325e+02 -1.54107035e-01 -3.38364085e-01 
 5.75439937e+02 -1.61811186e-01 -3.45049687e-01 
 5.88843655e+02 -1.69920247e-01 -3.51767505e-01 
 6.02559586e+02 -1.78455599e-01 -3.58504747e-01 
 6.16595002e+02 -1.87439538e-01 -3.65246794e-01 
 6.30957344e+02 -1.96895257e-01 -3.71976980e-01 
 6.45654229e+02 -2.06846802e-01 -3.78676370e-01 
 6.60693448e+02 -2.17319019e-01 -3.85323494e-01 
 6.76082975e+02 -2.28337460e-01 -3.91894073e-01 
 6.91830971e+02 -2.39928273e-01 -3.98360711e-01 
 7.07945784e+02 -2.52118042e-01 -4.04692570e-01 
 7.24435960e+02 -2.64933585e-01 -4.10855016e-01 
 7.41310241e+02 -2.78401706e-01 -4.16809242e-01 
 7.58577575e+02 -2.92548871e-01 -4.22511875e-01 
 7.76247117e+02 -3.07400817e-01 -4.27914566e-01 
 7.94328235e+02 -3.22982078e-01 -4.32963568e-01 
 8.12830516e+02 -3.39315403e-01 -4.37599318e-01 
 8.31763771e+02 -3.56421072e-01 -4.41756028e-01 
 8.51138038e+02 -3.74316077e-01 -4.45361308e-01 
 8.70963590e+02 -3.93013167e-01 -4.48335831e-01 
 8.91250938e+02 -4.12519745e-01 -4.50593086e-01 
 9.12010839e+02 -4.32836592e-01 -4.52039224e-01 
 9.33254301e+02 -4.53956438e-01 -4.52573064e-01 
 9.54992586e+02 -4.75862350e-01 -4.52086285e-01 
 9.77237221e+02 -4.98525975e-01 -4.50463869e-01 
 1.00000000e+03 -5.21905636e-01 -4.47584852e-01 
 1.02329299e+03 -5.45944331e-01 -4.43323442e-01 
 1.04712855e+03 -5.70567684e-01 -4.37550584e-01 
 1.07151931e+03 -5.95681933e-01 -4.30136023e-01 
 1.09647820e+03 -6.21172039e-01 -4.20950931e-01 
 1.12201845e+03 -6.46900076e-01 -4.09871127e-01 
 1.14815362e+03 -6.72704032e-01 -3.96780923e-01 
 1.17489755e+03 -6.98397220e-01 -3.81577547e-01 
 1.20226443e+03 -7.23768486e-01 -3.64176094e-01 
 1.23026877e+03 -7.48583420e-01 -3.44514854e-01 
 1.25892541e+03 -7.72586749e-01 -3.22560821e-01 
 1.28824955e+03 -7.95506070e-01 -2.98315115e-01 
 1.31825674e+03 -8.17056987e-01 -2.71817958e-01 
 1.34896288e+03 -8.36949665e-01 -2.43152834e-01 
 1.38038426e+03 -8.54896637e-01 -2.12449403e-01 
 1.41253754e+03 -8.70621647e-01 -1.79884760e-01 
 1.44543977e+03 -8.83869079e-01 -1.45682724e-01 
 1.47910839e+03 -8.94413496e-01 -1.10110894e-01 
 1.51356125e+03 -9.02068657e-01 -7.34754304e-02 
 1.54881662e+03 -9.06695394e-01 -3.61136524e-02 
 1.58489319e+03 -9.08207731e-01  1.61521578e-03 
 1.62181010e+03 -9.06576786e-01  3.93406586e-02 
 1.65958691e+03 -9.01832094e-01  7.66921998e-02 
 1.69824365e+03 -8.94060269e-01  1.13310733e-01 
 1.73780083e+03 -8.83401099e-01  1.48859130e-01 
 1.77827941e+03 -8.70041413e-01  1.83031498e-01 
 1.81970086e+03 -8.54207192e-01  2.15560567e-01 
 1.86208714e+03 -8.36154544e-01  2.46222909e-01 
 1.90546072e+03 -8.16160165e-01  2.74841868e-01 
 1.94984460e+03 -7.94511889e-01  3.01288268e-01 
 1.99526231e+03 -7.71499856e-01  3.25479134e-01 
 2.04173794e+03 -7.47408689e-01  3.47374772e-01 
 2.08929613e+03 -7.22510955e-01  3.66974602e-01 
 2.13796209e+03 -6.97062015e-01  3.84312159e-01 
 2.18776162e+03 -6.71296307e-01  3.99449673e-01 
 2.23872114e+03 -6.45424951e-01  4.12472547e-01 
 2.29086765e+03 -6.19634551e-01  4.23484019e-01 
 2.34422882e+03 -5.94086987e-01  4.32600212e-01 
 2.39883292e+03 -5.68920018e-01  4.39945700e-01 
 2.45470892e+03 -5.44248482e-01  4.45649669e-01 
 2.51188643e+03 -5.20165923e-01  4.49842687e-01 
 2.57039578e+03 -4.96746480e-01  4.52654082e-01 
 2.63026799e+03 -4.74046905e-01  4.54209879e-01 
 2.69153480e+03 -4.52108626e-01  4.54631241e-01 
 2.75422870e+03 -4.30959745e-01  4.54033345e-01 
 2.81838293e+03 -4.10616945e-01  4.52524644e-01 
 2.88403150e+03 -3.91087255e-01  4.50206419e-01 
 2.95120923e+03 -3.72369661e-01  4.47172593e-01 
 3.01995172e+03 -3.54456539e-01  4.43509733e-01 
 3.09029543e+03 -3.37334929e-01  4.39297196e-01 
 3.16227766e+03 -3.20987639e-01  4.34607389e-01 
 3.23593657e+03 -3.05394205e-01  4.29506101e-01 
 3.31131121e+03 -2.90531706e-01  4.24052885e-01 
 3.38844156e+03 -2.76375449e-01  4.18301465e-01 
 3.46736850e+03 -2.62899548e-01  4.12300163e-01 
 3.54813389e+03 -2.50077401e-01  4.06092316e-01 
 3.63078055e+03 -2.37882083e-01  3.99716689e-01 
 3.71535229e+03 -2.26286660e-01  3.93207872e-01 
 3.80189396e+03 -2.15264446e-01  3.86596656e-01 
 3.89045145e+03 -2.04789200e-01  3.79910387e-01 
 3.98107171e+03 -1.94835283e-01  3.73173292e-01 
 4.07380278e+03 -1.85377775e-01  3.66406790e-01 
 4.16869383e+03 -1.76392557e-01  3.59629766e-01 
 4.26579519e+03 -1.67856377e-01  3.52858833e-01 
 4.36515832e+03 -1.59746881e-01  3.46108560e-01 
 4.46683592e+03 -1.52042638e-01  3.39391689e-01 
 4.57088190e+03 -1.44723149e-01  3.32719329e-01 
 4.67735141e+03 -1.37768841e-01  3.26101124e-01 
 4.78630092e+03 -1.31161053e-01  3.19545415e-01 
 4.89778819e+03 -1.24882023e-01  3.13059378e-01 
 5.01187234e+03 -1.18914859e-01  3.06649154e-01 
 5.12861384e+03 -1.13243513e-01  3.00319960e-01 
 5.24807460e+03 -1.07852753e-01  2.94076194e-01 
 5.37031796e+03 -1.02728127e-01  2.87921523e-01 
 5.49540874e+03 -9.78559350e-02  2.81858967e-01 
 5.62341325e+03 -9.32231927e-02  2.75890972e-01 
 5.75439937e+03 -8.88175989e-02  2.70019476e-01 
 5.88843655e+03 -8.46275033e-02  2.64245967e-01 
 6.02559586e+03 -8.06418737e-02  2.58571532e-01 
 6.16595002e+03 -7.68502651e-02  2.52996909e-01 
 6.30957344e+03 -7.32427889e-02  2.47522526e-01 
 6.45654229e+03 -6.98100842e-02  2.42148537e-01 
 6.60693448e+03 -6.65432893e-02  2.36874857e-01 
 6.76082975e+03 -6.34340148e-02  2.31701190e-01 
 6.91830971e+03 -6.04743183e-02  2.26627057e-01 
 7.07945784e+03 -5.76566797e-02  2.21651817e-01 
 7.24435960e+03 -5.49739779e-02  2.16774692e-01 
 7.41310241e+03 -5.24194690e-02  2.11994779e-01 
 7.58577575e+03 -4.99867654e-02  2.07311073e-01 
 7.76247117e+03 -4.76698159e-02  2.02722480e-01 
 7.94328235e+03 -4.54628871e-02  1.98227827e-01 
 8.12830516e+03 -4.33605458e-02  1.93825879e-01 
 8.31763771e+03 -4.13576425e-02  1.89515344e-01 
 8.51138038e+03 -3.94492952e-02  1.85294887e-01 
 8.70963590e+03 -3.76308752e-02  1.81163134e-01 
 8.91250938e+03 -3.58979927e-02  1.77118682e-01 
 9.12010839e+03 -3.42464839e-02  1.73160107e-01 
 9.33254301e+03 -3.26723983e-02  1.69285965e-01 
 9.54992586e+03 -3.11719874e-02  1.65494799e-01 
 9.77237221e+03 -2.97416934e-02  1.61785149e-01 
 1.00000000e+04 -2.83781389e-02  1.58155545e-01 
 1.02329299e+04 -2.70781173e-02  1.54604522e-01 
 1.04712855e+04 -2.58385833e-02  1.51130615e-01 
 1.07151931e+04 -2.46566445e-02  1.47732366e-01 
 1.09647820e+04 -2.35295531e-02  1.44408323e-01 
 1.12201845e+04 -2.24546980e-02  1.41157046e-01 
 1.14815362e+04 -2.14295980e-02  1.37977106e-01 
 1.17489755e+04 -2.04518946e-02  1.34867089e-01 
 1.20226443e+04 -1.95193457e-02  1.31825595e-01 
 1.23026877e+04 -1.86298193e-02  1.28851238e-01 
 1.25892541e+04 -1.77812881e-02  1.25942653e-01 
 1.28824955e+04 -1.69718237e-02  1.23098489e-01 
 1.31825674e+04 -1.61995916e-02  1.20317418e-01 
 1.34896288e+04 -1.54628468e-02  1.17598128e-01 
 1.38038426e+04 -1.47599283e-02  1.14939327e-01 
 1.41253754e+04 -1.40892558e-02  1.12339746e-01 
 1.44543977e+04 -1.34493248e-02  1.09798133e-01 
 1.47910839e+04 -1.28387034e-02  1.07313259e-01 
 1.51356125e+04 -1.22560282e-02  1.04883916e-01 
 1.54881662e+04 -1.17000009e-02  1.02508915e-01 
 1.58489319e+04 -1.11693853e-02  1.00187091e-01 
 1.62181010e+04 -1.06630039e-02  9.79172972e-02 
 1.65958691e+04 -1.01797353e-02  9.56984101e-02 
 1.69824365e+04 -9.71851111e-03  9.35293263e-02 
 1.73780083e+04 -9.27831350e-03  9.14089634e-02 
 1.77827941e+04 -8.85817269e-03  8.93362596e-02 
 1.81970086e+04 -8.45716460e-03  8.73101740e-02 
 1.86208714e+04 -8.07440859e-03  8.53296858e-02 
 1.90546072e+04 -7.70906536e-03  8.33937947e-02 
 1.94984460e+04 -7.36033493e-03  8.15015201e-02 
 1.99526231e+04 -7.02745476e-03  7.96519014e-02 
 2.04173794e+04 -6.70969792e-03  7.78439973e-02 
 2.08929613e+04 -6.40637137e-03  7.60768858e-02 
 2.13796209e+04 -6.11681437e-03  7.43496639e-02 
 2.18776162e+04 -5.84039686e-03  7.26614473e-02 
 2.23872114e+04 -5.57651809e-03  7.10113701e-02 
 2.29086765e+04 -5.32460513e-03  6.93985844e-02 
 2.34422882e+04 -5.08411161e-03  6.78222602e-02 
 2.39883292e+04 -4.85451641e-03  6.62815851e-02 
 2.45470892e+04 -4.63532252e-03  6.47757639e-02 
 2.51188643e+04 -4.42605586e-03  6.33040183e-02 
 2.57039578e+04 -4.22626419e-03  6.18655867e-02 
 2.63026799e+04 -4.03551612e-03  6.04597237e-02 
 2.69153480e+04 -3.85340011e-03  5.90857000e-02 
 2.75422870e+04 -3.67952351e-03  5.77428022e-02 
 2.81838293e+04 -3.51351175e-03  5.64303322e-02 
 2.88403150e+04 -3.35500741e-03  5.51476070e-02 
 2.95120923e+04 -3.20366947e-03  5.38939586e-02 
 3.01995172e+04 -3.05917253e-03  5.26687335e-02 
 3.09029543e+04 -2.92120609e-03  5.14712925e-02 
 3.16227766e+04 -2.78947386e-03  5.03010104e-02 
 3.23593657e+04 -2.66369308e-03  4.91572756e-02 
 3.31131121e+04 -2.54359392e-03  4.80394903e-02 
 3.38844156e+04 -2.42891884e-03  4.69470695e-02 
 3.46736850e+04 -2.31942209e-03  4.58794414e-02 
 3.54813389e+04 -2.21486910e-03  4.48360465e-02 
 3.63078055e+04 -2.11503599e-03  4.38163381e-02 
 3.71535229e+04 -2.01970908e-03  4.28197812e-02 
 3.80189396e+04 -1.92868443e-03  4.18458530e-02 
 3.89045145e+04 -1.84176735e-03  4.08940422e-02 
 3.98107171e+04 -1.75877203e-03  3.99638488e-02 
 4.07380278e+04 -1.67952110e-03  3.90547842e-02 
 4.16869383e+04 -1.60384523e-03  3.81663703e-02 
 4.26579519e+04 -1.53158281e-03  3.72981400e-02 
 4.36515832e+04 -1.46257955e-03  3.64496365e-02 
 4.46683592e+04 -1.39668816e-03  3.56204132e-02 
 4.57088190e+04 -1.33376805e-03  3.48100336e-02 
 4.67735141e+04 -1.27368497e-03  3.40180709e-02 
 4.78630092e+04 -1.21631079e-03  3.32441078e-02 
 4.89778819e+04 -1.16152318e-03  3.24877366e-02 
 5.01187234e+04 -1.10920534e-03  3.17485584e-02 
 5.12861384e+04 -1.05924577e-03  3.10261837e-02 
 5.24807460e+04 -1.01153801e-03  3.03202313e-02 
 5.37031796e+04 -9.65980437e-04  2.96303289e-02 
 5.49540874e+04 -9.22476003e-04  2.89561124e-02 
 5.62341325e+04 -8.80932068e-04  2.82972261e-02 
 5.75439937e+04 -8.41260176e-04  2.76533221e-02 
 5.88843655e+04 -8.03375872e-04  2.70240603e-02 
 6.02559586e+04 -7.67198523e-04  2.64091086e-02 
 6.16595002e+04 -7.32651135e-04  2.58081421e-02 
 6.30957344e+04 -6.99660199e-04  2.52208433e-02 
 6.45654229e+04 -6.68155525e-04  2.46469020e-02 
 6.60693448e+04 -6.38070094e-04  2.40860147e-02 
 6.76082975e+04 -6.09339917e-04  2.35378851e-02 
 6.91830971e+04 -5.81903892e-04  2.30022234e-02 
 7.07945784e+04 -5.55703677e-04  2.24787464e-02 
 7.24435960e+04 -5.30683566e-04  2.19671773e-02 
 7.41310241e+04 -5.06790366e-04  2.14672456e-02 
 7.58577575e+04 -4.83973285e-04  2.09786869e-02 
 7.76247117e+04 -4.62183825e-04  2.05012428e-02 
 7.94328235e+04 -4.41375674e-04  2.00346606e-02 
 8.12830516e+04 -4.21504612e-04  1.95786936e-02 
 8.31763771e+04 -4.02528412e-04  1.91331005e-02 
 8.51138038e+04 -3.84406755e-04  1.86976455e-02 
 8.70963590e+04 -3.67101136e-04  1.82720981e-02 
 8.91250938e+04 -3.50574792e-04  1.78562332e-02 
 9.12010839e+04 -3.34792614e-04  1.74498305e-02 
 9.33254301e+04 -3.19721078e-04  1.70526751e-02 
 9.54992586e+04 -3.05328170e-04  1.66645566e-02 
 9.77237221e+04 -2.91583322e-04  1.62852695e-02 
 1.00000000e+05 -2.78457342e-04  1.59146131e-02 
